Timestamp,Open,High,Low,Close,Volume,Converted_time
1600646400000,10906.16,10969.6,10894.72,10958.6,6.577688,2020-09-21 00:00:00.000000
1600650000000,10968.87,10972.48,10946.12,10946.17,5.877464,2020-09-21 01:00:00.000000
1600653600000,10949.27,10966.95,10939.99,10939.99,2.800066,2020-09-21 02:00:00.000000
1600657200000,10934.4,10963.89,10917.81,10963.89,1.954696,2020-09-21 03:00:00.000000
1600660800000,10971.94,10984.77,10956.21,10965.21,6.790143,2020-09-21 04:00:00.000000
1600664400000,10961.77,10961.77,10933.3,10952.21,8.664778,2020-09-21 05:00:00.000000
1600668000000,10974.05,10974.05,10940.74,10940.74,4.325033,2020-09-21 06:00:00.000000
1600671600000,10948.74,10948.74,10893.75,10893.75,5.601385,2020-09-21 07:00:00.000000
1600675200000,10902.99,10906.2,10800.0,10835.18,26.685112,2020-09-21 08:00:00.000000
1600678800000,10845.84,10853.23,10685.0,10693.03,29.282919,2020-09-21 09:00:00.000000
1600682400000,10700.17,10724.9,10635.0,10648.51,51.900033,2020-09-21 10:00:00.000000
1600686000000,10660.49,10678.97,10575.93,10634.89,31.200743,2020-09-21 11:00:00.000000
1600689600000,10621.34,10621.34,10498.07,10568.81,13.620932,2020-09-21 12:00:00.000000
1600693200000,10557.83,10628.86,10556.35,10592.92,8.70877,2020-09-21 13:00:00.000000
1600696800000,10579.17,10599.98,10281.34,10413.78,39.002651,2020-09-21 14:00:00.000000
1600700400000,10416.41,10442.87,10347.89,10413.65,25.430353,2020-09-21 15:00:00.000000
1600704000000,10406.07,10423.73,10347.52,10373.12,9.124957,2020-09-21 16:00:00.000000
1600707600000,10379.15,10417.98,10364.93,10397.45,6.357215,2020-09-21 17:00:00.000000
1600711200000,10395.89,10433.84,10375.69,10433.84,6.163777,2020-09-21 18:00:00.000000
1600714800000,10429.1,10496.68,10429.1,10496.68,7.0340929999999995,2020-09-21 19:00:00.000000
1600718400000,10484.83,10528.17,10470.52,10477.21,14.722984,2020-09-21 20:00:00.000000
1600722000000,10478.17,10524.86,10465.0,10523.67,3.446797,2020-09-21 21:00:00.000000
1600725600000,10500.72,10525.45,10464.07,10477.65,8.150453,2020-09-21 22:00:00.000000
1600729200000,10475.24,10492.44,10412.39,10412.39,10.50727,2020-09-21 23:00:00.000000
1600732800000,10411.89,10483.71,10356.05,10464.59,8.580027000000001,2020-09-22 00:00:00.000000
1600736400000,10440.6,10443.54,10408.32,10440.11,4.142729,2020-09-22 01:00:00.000000
1600740000000,10453.58,10464.59,10420.5,10464.59,3.3403160000000005,2020-09-22 02:00:00.000000
1600743600000,10476.65,10476.86,10440.86,10441.58,28.417818,2020-09-22 03:00:00.000000
1600747200000,10449.17,10476.16,10449.17,10462.37,3.276624,2020-09-22 04:00:00.000000
1600750800000,10463.84,10466.9,10440.0,10457.79,2.900963,2020-09-22 05:00:00.000000
1600754400000,10474.33,10483.16,10412.94,10417.22,6.972894999999999,2020-09-22 06:00:00.000000
1600758000000,10429.98,10438.32,10353.73,10373.78,12.717386999999999,2020-09-22 07:00:00.000000
1600761600000,10375.03,10465.5,10375.03,10452.14,2.4050130000000003,2020-09-22 08:00:00.000000
1600765200000,10458.76,10461.5,10443.28,10451.6,2.1310849999999997,2020-09-22 09:00:00.000000
1600768800000,10465.31,10470.96,10433.8,10456.33,2.168088,2020-09-22 10:00:00.000000
1600772400000,10462.66,10500.82,10447.14,10457.44,4.769872,2020-09-22 11:00:00.000000
1600776000000,10445.61,10489.71,10436.17,10484.2,5.4214269999999996,2020-09-22 12:00:00.000000
1600779600000,10498.26,10518.4,10462.89,10466.68,3.826689,2020-09-22 13:00:00.000000
1600783200000,10478.15,10492.08,10438.39,10438.39,5.172189,2020-09-22 14:00:00.000000
1600786800000,10434.44,10463.99,10427.66,10446.91,10.339057,2020-09-22 15:00:00.000000
1600790400000,10456.27,10482.26,10446.08,10446.08,3.5979099999999997,2020-09-22 16:00:00.000000
1600794000000,10450.54,10484.29,10446.14,10481.72,7.885145,2020-09-22 17:00:00.000000
1600797600000,10502.29,10502.29,10484.85,10492.92,5.523187,2020-09-22 18:00:00.000000
1600801200000,10492.91,10493.7,10467.75,10493.7,14.903510999999998,2020-09-22 19:00:00.000000
1600804800000,10493.7,10507.9,10483.88,10504.59,6.049712,2020-09-22 20:00:00.000000
1600808400000,10506.4,10570.8,10459.02,10531.64,16.439813,2020-09-22 21:00:00.000000
1600812000000,10544.54,10544.54,10502.3,10502.3,5.444852,2020-09-22 22:00:00.000000
1600815600000,10507.71,10530.99,10500.0,10528.11,5.3788540000000005,2020-09-22 23:00:00.000000
1600819200000,10528.11,10530.14,10505.15,10510.38,5.18253,2020-09-23 00:00:00.000000
1600822800000,10508.6,10526.49,10505.67,10513.74,2.8010330000000003,2020-09-23 01:00:00.000000
1600826400000,10511.85,10526.88,10510.53,10515.37,1.137896,2020-09-23 02:00:00.000000
1600830000000,10520.46,10520.46,10478.37,10478.37,2.132129,2020-09-23 03:00:00.000000
1600833600000,10478.03,10479.33,10447.82,10466.81,6.875334,2020-09-23 04:00:00.000000
1600837200000,10466.53,10486.28,10446.31,10471.92,22.705924,2020-09-23 05:00:00.000000
1600840800000,10470.0,10470.0,10408.81,10429.18,7.073230000000001,2020-09-23 06:00:00.000000
1600844400000,10434.88,10441.17,10379.12,10424.61,5.624244999999999,2020-09-23 07:00:00.000000
1600848000000,10432.45,10455.54,10406.01,10452.82,6.439958,2020-09-23 08:00:00.000000
1600851600000,10442.73,10489.41,10442.73,10489.41,4.547003,2020-09-23 09:00:00.000000
1600855200000,10481.95,10491.03,10462.68,10491.03,2.724447,2020-09-23 10:00:00.000000
1600858800000,10481.72,10490.45,10472.16,10475.93,5.663895,2020-09-23 11:00:00.000000
1600862400000,10467.87,10516.3,10466.94,10511.39,3.798283,2020-09-23 12:00:00.000000
1600866000000,10512.08,10533.49,10496.69,10496.69,4.143832,2020-09-23 13:00:00.000000
1600869600000,10501.07,10501.07,10466.31,10473.57,4.492669,2020-09-23 14:00:00.000000
1600873200000,10484.67,10485.14,10450.42,10458.26,3.2906489999999997,2020-09-23 15:00:00.000000
1600876800000,10453.61,10493.49,10451.88,10479.74,4.618722,2020-09-23 16:00:00.000000
1600880400000,10479.72,10485.06,10457.44,10457.44,3.359529,2020-09-23 17:00:00.000000
1600884000000,10447.75,10455.6,10409.33,10409.33,14.052369,2020-09-23 18:00:00.000000
1600887600000,10406.13,10406.13,10261.06,10284.07,31.851435,2020-09-23 19:00:00.000000
1600891200000,10304.27,10311.16,10140.64,10210.36,46.574255,2020-09-23 20:00:00.000000
1600894800000,10232.62,10275.39,10201.48,10270.94,16.402881,2020-09-23 21:00:00.000000
1600898400000,10246.0,10290.99,10242.79,10255.49,6.758089,2020-09-23 22:00:00.000000
1600902000000,10256.15,10256.15,10216.17,10229.11,10.843086,2020-09-23 23:00:00.000000
1600905600000,10228.97,10289.17,10205.83,10288.27,17.251115,2020-09-24 00:00:00.000000
1600909200000,10287.26,10305.68,10277.42,10282.5,5.131165,2020-09-24 01:00:00.000000
1600912800000,10282.23,10331.8,10280.82,10290.66,9.204039999999999,2020-09-24 02:00:00.000000
1600916400000,10299.88,10315.0,10291.01,10304.46,8.998904,2020-09-24 03:00:00.000000
1600920000000,10304.46,10317.52,10270.4,10278.49,44.310392,2020-09-24 04:00:00.000000
1600923600000,10277.06,10299.36,10271.9,10285.09,10.873337,2020-09-24 05:00:00.000000
1600927200000,10291.04,10313.08,10282.04,10282.92,7.381481,2020-09-24 06:00:00.000000
1600930800000,10287.06,10354.68,10285.86,10354.68,7.0347,2020-09-24 07:00:00.000000
1600934400000,10344.31,10344.31,10311.48,10311.48,4.761751,2020-09-24 08:00:00.000000
1600938000000,10317.01,10326.31,10288.47,10323.43,9.29647,2020-09-24 09:00:00.000000
1600941600000,10324.85,10379.14,10314.1,10373.64,11.280381,2020-09-24 10:00:00.000000
1600945200000,10361.81,10434.0,10361.81,10405.1,7.745411,2020-09-24 11:00:00.000000
1600948800000,10414.48,10419.54,10366.45,10366.45,1.610062,2020-09-24 12:00:00.000000
1600952400000,10381.04,10394.51,10336.19,10374.15,4.674698,2020-09-24 13:00:00.000000
1600956000000,10400.21,10412.98,10368.07,10389.14,6.9247559999999995,2020-09-24 14:00:00.000000
1600959600000,10393.41,10546.89,10393.41,10540.76,7.8004679999999995,2020-09-24 15:00:00.000000
1600963200000,10564.94,10733.9,10564.94,10672.04,15.28256,2020-09-24 16:00:00.000000
1600966800000,10677.15,10710.39,10649.33,10668.72,13.353532000000001,2020-09-24 17:00:00.000000
1600970400000,10667.55,10689.98,10608.02,10608.02,18.399104,2020-09-24 18:00:00.000000
1600974000000,10616.31,10662.6,10596.51,10646.97,5.488585,2020-09-24 19:00:00.000000
1600977600000,10651.31,10670.49,10621.13,10621.13,17.56932,2020-09-24 20:00:00.000000
1600981200000,10620.25,10669.36,10620.25,10644.8,17.380929000000002,2020-09-24 21:00:00.000000
1600984800000,10645.19,10797.24,10632.45,10757.17,47.505753999999996,2020-09-24 22:00:00.000000
1600988400000,10767.11,10767.11,10728.22,10728.22,5.9358010000000005,2020-09-24 23:00:00.000000
1600992000000,10734.44,10754.44,10698.37,10708.2,7.818300999999999,2020-09-25 00:00:00.000000
1600995600000,10711.3,10730.9,10685.65,10685.65,7.415839999999999,2020-09-25 01:00:00.000000
1600999200000,10686.41,10717.65,10686.08,10709.77,9.223349,2020-09-25 02:00:00.000000
1601002800000,10705.88,10716.66,10669.2,10669.2,3.161857,2020-09-25 03:00:00.000000
1601006400000,10669.91,10687.67,10661.72,10683.69,25.164316,2020-09-25 04:00:00.000000
1601010000000,10670.72,10682.52,10641.0,10641.0,3.082424,2020-09-25 05:00:00.000000
1601013600000,10641.0,10674.69,10614.54,10674.69,3.720975,2020-09-25 06:00:00.000000
1601017200000,10693.66,10702.93,10673.67,10687.87,14.98361,2020-09-25 07:00:00.000000
1601020800000,10687.36,10687.36,10580.0,10602.67,13.969976999999998,2020-09-25 08:00:00.000000
1601024400000,10596.7,10642.58,10561.02,10586.19,17.308471,2020-09-25 09:00:00.000000
1601028000000,10590.36,10617.21,10584.64,10596.19,7.710729,2020-09-25 10:00:00.000000
1601031600000,10587.69,10647.97,10570.58,10630.75,14.717735000000001,2020-09-25 11:00:00.000000
1601035200000,10627.43,10684.75,10600.0,10618.59,10.061972,2020-09-25 12:00:00.000000
1601038800000,10623.21,10640.01,10600.0,10607.93,7.078749,2020-09-25 13:00:00.000000
1601042400000,10610.36,10633.69,10560.63,10627.42,17.031657,2020-09-25 14:00:00.000000
1601046000000,10627.02,10676.01,10565.31,10651.63,18.71261,2020-09-25 15:00:00.000000
1601049600000,10634.33,10666.66,10624.52,10649.49,5.687288,2020-09-25 16:00:00.000000
1601053200000,10651.94,10719.95,10651.31,10702.46,12.402727,2020-09-25 17:00:00.000000
1601056800000,10697.17,10746.77,10697.17,10710.28,9.481983,2020-09-25 18:00:00.000000
1601060400000,10710.28,10724.91,10689.13,10718.63,7.154597,2020-09-25 19:00:00.000000
1601064000000,10730.05,10758.11,10716.59,10721.46,4.041944,2020-09-25 20:00:00.000000
1601067600000,10716.91,10746.21,10707.68,10746.21,4.2851669999999995,2020-09-25 21:00:00.000000
1601071200000,10728.5,10728.5,10670.48,10687.1,7.609660000000001,2020-09-25 22:00:00.000000
1601074800000,10696.08,10696.08,10655.25,10693.42,5.848878,2020-09-25 23:00:00.000000
1601078400000,10693.1,10709.28,10657.58,10657.58,5.327072,2020-09-26 00:00:00.000000
1601082000000,10658.71,10702.95,10654.87,10697.2,4.868282,2020-09-26 01:00:00.000000
1601085600000,10694.58,10724.92,10683.11,10717.14,9.228363,2020-09-26 02:00:00.000000
1601089200000,10711.86,10741.25,10682.55,10707.8,28.056231,2020-09-26 03:00:00.000000
1601092800000,10707.0,10738.06,10695.29,10738.06,12.904542999999999,2020-09-26 04:00:00.000000
1601096400000,10737.21,10830.0,10704.51,10731.16,14.630939000000001,2020-09-26 05:00:00.000000
1601100000000,10728.54,10764.84,10728.54,10740.89,14.918370000000001,2020-09-26 06:00:00.000000
1601103600000,10729.14,10733.74,10700.0,10709.61,5.944514,2020-09-26 07:00:00.000000
1601107200000,10699.61,10719.86,10675.09,10687.4,8.999366,2020-09-26 08:00:00.000000
1601110800000,10693.0,10712.69,10685.59,10701.02,10.929161,2020-09-26 09:00:00.000000
1601114400000,10699.86,10728.05,10667.99,10728.04,3.589975,2020-09-26 10:00:00.000000
1601118000000,10728.04,10728.04,10703.77,10707.17,2.544956,2020-09-26 11:00:00.000000
1601121600000,10682.88,10701.63,10670.57,10692.59,8.066024,2020-09-26 12:00:00.000000
1601125200000,10668.16,10696.43,10668.16,10677.86,1.6763759999999999,2020-09-26 13:00:00.000000
1601128800000,10671.62,10727.73,10670.0,10712.23,2.820929,2020-09-26 14:00:00.000000
1601132400000,10710.18,10739.4,10702.74,10721.9,2.505496,2020-09-26 15:00:00.000000
1601136000000,10718.19,10752.65,10689.21,10752.65,6.554844999999999,2020-09-26 16:00:00.000000
1601139600000,10738.02,10743.54,10728.27,10734.39,3.557246,2020-09-26 17:00:00.000000
1601143200000,10749.11,10777.95,10725.48,10729.15,17.470328,2020-09-26 18:00:00.000000
1601146800000,10731.01,10731.45,10709.22,10717.15,11.350275,2020-09-26 19:00:00.000000
1601150400000,10713.99,10721.59,10709.69,10718.52,8.807246000000001,2020-09-26 20:00:00.000000
1601154000000,10718.97,10754.31,10716.56,10716.56,9.077749,2020-09-26 21:00:00.000000
1601157600000,10711.83,10739.85,10709.53,10736.09,0.877878,2020-09-26 22:00:00.000000
1601161200000,10741.83,10747.53,10727.29,10728.91,0.938234,2020-09-26 23:00:00.000000
1601164800000,10730.65,10778.42,10723.68,10771.57,3.252018,2020-09-27 00:00:00.000000
1601168400000,10781.78,10800.0,10770.0,10770.0,4.212022,2020-09-27 01:00:00.000000
1601172000000,10785.04,10790.19,10763.88,10784.21,5.485581,2020-09-27 02:00:00.000000
1601175600000,10787.05,10793.95,10768.24,10781.13,3.30809,2020-09-27 03:00:00.000000
1601179200000,10790.08,10792.31,10772.75,10786.98,1.305343,2020-09-27 04:00:00.000000
1601182800000,10786.31,10786.31,10770.55,10775.74,1.110053,2020-09-27 05:00:00.000000
1601186400000,10778.78,10778.78,10630.49,10665.06,12.88001,2020-09-27 06:00:00.000000
1601190000000,10661.07,10692.57,10661.07,10671.62,7.326795,2020-09-27 07:00:00.000000
1601193600000,10669.29,10669.29,10615.17,10653.81,4.739106,2020-09-27 08:00:00.000000
1601197200000,10647.02,10649.31,10630.56,10642.66,13.504904999999999,2020-09-27 09:00:00.000000
1601200800000,10639.2,10676.71,10637.34,10665.45,5.6856160000000004,2020-09-27 10:00:00.000000
1601204400000,10661.82,10661.82,10628.78,10628.78,3.7382940000000002,2020-09-27 11:00:00.000000
1601208000000,10618.55,10670.0,10592.46,10668.5,10.655337,2020-09-27 12:00:00.000000
1601211600000,10660.0,10677.57,10660.0,10675.19,2.5209900000000003,2020-09-27 13:00:00.000000
1601215200000,10675.93,10679.5,10657.03,10678.23,4.9355400000000005,2020-09-27 14:00:00.000000
1601218800000,10668.12,10766.47,10641.2,10753.29,15.740497,2020-09-27 15:00:00.000000
1601222400000,10753.28,10759.73,10714.05,10715.3,8.134133,2020-09-27 16:00:00.000000
1601226000000,10720.25,10734.98,10709.49,10734.98,13.236312,2020-09-27 17:00:00.000000
1601229600000,10735.23,10741.4,10709.72,10714.6,5.366098,2020-09-27 18:00:00.000000
1601233200000,10715.46,10736.21,10705.96,10725.32,3.4869779999999997,2020-09-27 19:00:00.000000
1601236800000,10729.12,10729.35,10714.25,10717.44,1.074259,2020-09-27 20:00:00.000000
1601240400000,10719.25,10736.35,10705.67,10719.98,7.978793,2020-09-27 21:00:00.000000
1601244000000,10730.13,10754.0,10728.13,10742.88,3.4363370000000004,2020-09-27 22:00:00.000000
1601247600000,10754.0,10784.54,10734.01,10776.36,4.644368,2020-09-27 23:00:00.000000
1601251200000,10786.67,10950.1,10786.67,10886.32,36.422173,2020-09-28 00:00:00.000000
1601254800000,10892.76,10928.24,10872.91,10928.24,25.037582999999998,2020-09-28 01:00:00.000000
1601258400000,10933.77,10942.74,10909.67,10917.26,8.148291,2020-09-28 02:00:00.000000
1601262000000,10916.28,10916.28,10880.01,10887.14,18.276628,2020-09-28 03:00:00.000000
1601265600000,10883.4,10902.65,10869.82,10896.29,2.589451,2020-09-28 04:00:00.000000
1601269200000,10893.11,10912.12,10867.9,10878.96,5.2499080000000005,2020-09-28 05:00:00.000000
1601272800000,10881.07,10885.06,10848.63,10856.49,4.3605089999999995,2020-09-28 06:00:00.000000
1601276400000,10869.5,10879.17,10843.67,10853.88,2.15163,2020-09-28 07:00:00.000000
1601280000000,10857.16,10892.72,10853.25,10859.43,3.259466,2020-09-28 08:00:00.000000
1601283600000,10858.92,10877.0,10844.14,10860.74,3.464522,2020-09-28 09:00:00.000000
1601287200000,10832.68,10888.7,10832.68,10875.84,12.773365,2020-09-28 10:00:00.000000
1601290800000,10878.17,10899.34,10864.6,10876.75,6.669150999999999,2020-09-28 11:00:00.000000
1601294400000,10868.47,10941.73,10840.0,10905.01,18.937669,2020-09-28 12:00:00.000000
1601298000000,10900.34,10941.51,10878.29,10884.38,9.05292,2020-09-28 13:00:00.000000
1601301600000,10886.07,10916.38,10867.41,10867.41,5.911339,2020-09-28 14:00:00.000000
1601305200000,10862.1,10909.35,10862.1,10899.79,8.650176,2020-09-28 15:00:00.000000
1601308800000,10900.92,10906.21,10876.74,10899.06,4.934537000000001,2020-09-28 16:00:00.000000
1601312400000,10885.77,10900.17,10876.49,10890.01,10.294242,2020-09-28 17:00:00.000000
1601316000000,10884.89,10884.89,10858.17,10867.46,14.982157999999998,2020-09-28 18:00:00.000000
1601319600000,10872.24,10873.01,10840.52,10870.18,6.489511,2020-09-28 19:00:00.000000
1601323200000,10872.74,10874.46,10862.71,10866.25,5.210846,2020-09-28 20:00:00.000000
1601326800000,10866.09,10879.24,10852.4,10878.51,5.463333,2020-09-28 21:00:00.000000
1601330400000,10881.4,10884.39,10860.86,10860.86,2.786268,2020-09-28 22:00:00.000000
1601334000000,10864.25,10864.25,10631.18,10692.11,69.035476,2020-09-28 23:00:00.000000
1601337600000,10664.19,10729.02,10651.97,10717.35,4.864591000000001,2020-09-29 00:00:00.000000
1601341200000,10710.87,10710.87,10671.47,10688.95,5.4986559999999995,2020-09-29 01:00:00.000000
1601344800000,10674.26,10697.96,10657.81,10680.19,5.29904,2020-09-29 02:00:00.000000
1601348400000,10681.53,10702.44,10681.53,10702.44,0.522837,2020-09-29 03:00:00.000000
1601352000000,10686.22,10703.0,10684.54,10701.07,0.960894,2020-09-29 04:00:00.000000
1601355600000,10684.54,10690.69,10674.0,10682.82,3.8724540000000003,2020-09-29 05:00:00.000000
1601359200000,10667.02,10735.93,10667.02,10730.29,2.1513169999999997,2020-09-29 06:00:00.000000
1601362800000,10727.89,10736.7,10713.66,10723.34,3.4599860000000002,2020-09-29 07:00:00.000000
1601366400000,10721.79,10738.26,10711.42,10725.6,1.357876,2020-09-29 08:00:00.000000
1601370000000,10746.09,10747.15,10705.43,10705.43,1.139742,2020-09-29 09:00:00.000000
1601373600000,10726.22,10774.84,10726.22,10747.04,3.5703989999999997,2020-09-29 10:00:00.000000
1601377200000,10781.14,10789.65,10755.03,10755.96,2.1898779999999998,2020-09-29 11:00:00.000000
1601380800000,10757.13,10762.49,10739.89,10749.71,4.047959,2020-09-29 12:00:00.000000
1601384400000,10753.58,10754.94,10712.25,10754.25,3.441578,2020-09-29 13:00:00.000000
1601388000000,10757.88,10784.51,10742.96,10756.54,5.882009,2020-09-29 14:00:00.000000
1601391600000,10752.19,10769.84,10713.3,10725.23,8.707514,2020-09-29 15:00:00.000000
1601395200000,10727.29,10728.99,10672.23,10677.96,28.277207,2020-09-29 16:00:00.000000
1601398800000,10687.84,10687.84,10633.6,10682.0,9.156883,2020-09-29 17:00:00.000000
1601402400000,10677.63,10740.79,10675.21,10725.09,7.8288850000000005,2020-09-29 18:00:00.000000
1601406000000,10724.61,10761.87,10719.73,10736.82,5.246322,2020-09-29 19:00:00.000000
1601409600000,10746.82,10775.42,10743.2,10753.09,2.163129,2020-09-29 20:00:00.000000
1601413200000,10763.6,10777.34,10744.18,10764.51,9.804568,2020-09-29 21:00:00.000000
1601416800000,10767.09,10773.54,10747.75,10755.33,2.527846,2020-09-29 22:00:00.000000
1601420400000,10772.2,10855.48,10772.2,10839.93,19.084107999999997,2020-09-29 23:00:00.000000
1601424000000,10840.87,10840.87,10809.22,10815.39,1.027264,2020-09-30 00:00:00.000000
1601427600000,10806.78,10823.17,10770.34,10783.75,2.933292,2020-09-30 01:00:00.000000
1601431200000,10804.94,10811.28,10769.79,10779.93,3.746975,2020-09-30 02:00:00.000000
1601434800000,10773.37,10774.76,10735.92,10735.92,23.974396,2020-09-30 03:00:00.000000
1601438400000,10730.19,10746.78,10694.08,10737.9,7.373067,2020-09-30 04:00:00.000000
1601442000000,10738.6,10757.97,10713.71,10713.71,0.9029010000000001,2020-09-30 05:00:00.000000
1601445600000,10691.29,10730.62,10683.0,10723.68,5.6265019999999994,2020-09-30 06:00:00.000000
1601449200000,10712.98,10746.09,10689.21,10693.01,4.759491000000001,2020-09-30 07:00:00.000000
1601452800000,10703.23,10724.33,10696.57,10702.35,2.150605,2020-09-30 08:00:00.000000
1601456400000,10700.37,10700.37,10663.31,10677.01,4.185048999999999,2020-09-30 09:00:00.000000
1601460000000,10702.13,10719.83,10692.33,10717.5,7.251244,2020-09-30 10:00:00.000000
1601463600000,10713.0,10716.47,10680.0,10680.0,5.234586,2020-09-30 11:00:00.000000
1601467200000,10673.87,10735.93,10673.87,10727.93,3.555386,2020-09-30 12:00:00.000000
1601470800000,10726.11,10748.24,10716.38,10736.08,3.776275,2020-09-30 13:00:00.000000
1601474400000,10745.35,10756.75,10735.42,10742.63,32.538574,2020-09-30 14:00:00.000000
1601478000000,10751.0,10789.11,10750.56,10782.05,5.150328,2020-09-30 15:00:00.000000
1601481600000,10774.13,10782.01,10754.74,10775.05,11.269897,2020-09-30 16:00:00.000000
1601485200000,10799.49,10799.49,10755.64,10756.78,6.287198,2020-09-30 17:00:00.000000
1601488800000,10768.41,10773.99,10683.38,10706.02,7.018878999999999,2020-09-30 18:00:00.000000
1601492400000,10725.94,10727.77,10683.66,10723.91,5.631778,2020-09-30 19:00:00.000000
1601496000000,10703.24,10728.21,10681.79,10699.22,11.590273,2020-09-30 20:00:00.000000
1601499600000,10707.7,10734.61,10707.05,10709.26,3.612769,2020-09-30 21:00:00.000000
1601503200000,10702.01,10749.56,10699.0,10740.22,3.847743,2020-09-30 22:00:00.000000
1601506800000,10743.13,10781.78,10742.96,10771.95,3.5952550000000003,2020-09-30 23:00:00.000000
1601510400000,10799.0,10822.89,10784.26,10784.82,3.3605050000000003,2020-10-01 00:00:00.000000
1601514000000,10796.17,10837.19,10796.17,10830.09,3.482563,2020-10-01 01:00:00.000000
1601517600000,10853.51,10853.51,10809.3,10815.42,8.332767,2020-10-01 02:00:00.000000
1601521200000,10815.42,10815.6,10792.32,10792.32,2.406685,2020-10-01 03:00:00.000000
1601524800000,10797.84,10822.9,10795.08,10805.28,4.740794999999999,2020-10-01 04:00:00.000000
1601528400000,10805.29,10825.02,10795.33,10817.28,1.779251,2020-10-01 05:00:00.000000
1601532000000,10828.52,10836.94,10819.52,10820.22,0.676768,2020-10-01 06:00:00.000000
1601535600000,10825.89,10838.64,10798.87,10818.23,35.855585999999995,2020-10-01 07:00:00.000000
1601539200000,10838.66,10930.84,10820.75,10876.29,17.593807,2020-10-01 08:00:00.000000
1601542800000,10885.18,10903.24,10883.87,10890.53,1.0043090000000001,2020-10-01 09:00:00.000000
